text1,text2,label
"Can rocprof profile multiple GPUs simultaneously?
","srun -N 2 -n 16 --ntasks-per-node=8 --gpus-per-node=8 --gpu-bind=closest bash -c 'rocprof -o ${SLURM_JOBID}_${SLURM_PROCID}.csv -i <input_file> --timestamp on <exe>'

The gpu: filter in the rocprof input file identifies GPUs by the number the MPI rank would see them as. In the srun example above, each MPI rank only has 1 GPU, so each rank sees its GPU as GPU 0.

The theoretical (not attainable) peak roofline constructs a theoretical maximum performance for each operational intensity.",4.27598158884376
"Where are User Archive directories located?
","Use of User Archive areas for data storage is deprecated as of January 14, 2020. The user archive area for any user account created after that date (or for any user archive directory that is empty of user files after that date) will contain only symlinks to the top-level directories for each of the user's projects on HPSS. Users with existing data in a User Archive directory are encouraged to move that data to an appropriate project-based directory as soon as possible.  The information below is simply for reference for those users with existing data in User Archive directories.",4.435573678669543
"Where are User Archive directories located?
","2

User Archive directories that were created (or had no user data) after January 14, 2020. Settings other than permissions are not applicable because directories are root-owned and contain no user files.

3",4.4140332215408105
"Where are User Archive directories located?
","User archive areas on HPSS are intended for storage of data not immediately needed in either User Home directories (NFS) or User Work directories (GPFS). User Archive directories should not be used to store project-related data. Rather, Project Archive directories should be used for project data.

User archive directories are located at /home/$USER.",4.378447430746845
"What is the benefit of attending a Summit Workshop?
",For Summit:,4.290218497331336
"What is the benefit of attending a Summit Workshop?
",| (slides | recording) https://www.olcf.ornl.gov/wp-content/uploads/2019/02/STW_Feb_20190211_summit_workshop_python.pdf https://vimeo.com/346452419 | | 2019-02-11 | Practical Tips for Running on Summit | David Appelhans (IBM) | Summit Training Workshop (February 2019) https://www.olcf.ornl.gov/calendar/summit-training-workshop-february-2019/ | (slides | recording) https://www.olcf.ornl.gov/wp-content/uploads/2019/02/STW_Feb_GettingStartedExamples_169ratio.pdf https://vimeo.com/346452176 | | 2018-12-06 | ML/DL Frameworks on Summit | Junqi Yin (OLCF) | Summit Training Workshop,4.244107905089293
"What is the benefit of attending a Summit Workshop?
",https://vimeo.com/306435487 | | 2018-12-03 | Experiences Porting/Optimizing Codes for Acceptance Testing | Bob Walkup (IBM) | Summit Training Workshop https://www.olcf.ornl.gov/calendar/summit-training-workshop/ | (slides | recording 1 recording 2) https://www.olcf.ornl.gov/wp-content/uploads/2018/12/summit_workshop_walkup.pdf https://vimeo.com/306890861 https://vimeo.com/306890949 | | 2018-12-03 | Practical Tips for Running on Summit | David Appelhans (IBM) | Summit Training Workshop https://www.olcf.ornl.gov/calendar/summit-training-workshop/ | (slides | recording),4.196510744478772
"How do I upload data to the HPSS?
","Currently, HSI and HTAR are offered for archiving data into HPSS or retrieving data from the HPSS archive. For optimal transfer performance, we recommend sending a file of 768 GB or larger to HPSS. The minimum file size that we recommend sending is 512 MB. HPSS will handle files between 0K and 512 MB, but write and read performance will be negatively affected. For files smaller than 512 MB we recommend bundling them with HTAR to achieve an archive file of at least 512 MB.",4.34689993432803
"How do I upload data to the HPSS?
",Please note that the HPSS is not mounted directly onto Frontier nodes. There are two main methods for accessing and moving data to/from the HPSS. The first is to use the command line utilities hsi and htar. The second is to use the Globus data transfer service. See https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#data-hpss for more information on both of these methods.,4.345906039605898
"How do I upload data to the HPSS?
","Copying data to the HPSS archive system

The hsi and htar utilities can be used to to transfer data from the Orion filesystem to the HPSS. The tools can also be used to transfer data from the HPSS to the Orion filesystem.

Globus is also available to transfer data directly to the HPSS

Please do not use the HPSS as a method to migrate data

Due to the large amounts of data on the Alpine scratch filesystem and the limited available space on the HPSS archive system, we strongly recommend not using the HPSS to transfer data between Alpine and Orion.",4.260968648152223
"What is the advantage of using the AMD GPU architecture for computing?
","The Crusher system, equipped with CDNA2-based architecture MI250X cards, offers a coherent host interface that enables advanced memory and unique cache coherency capabilities. The AMD driver leverages the Heterogeneous Memory Management (HMM) support in the Linux kernel to perform seamless page migrations to/from CPU/GPUs. This new capability comes with a memory model that needs to be understood completely to avoid unexpected behavior in real applications. For more details, please visit the previous section.",4.239777395222244
"What is the advantage of using the AMD GPU architecture for computing?
","The Frontier system, equipped with CDNA2-based architecture MI250X cards, offers a coherent host interface that enables advanced memory and unique cache coherency capabilities. The AMD driver leverages the Heterogeneous Memory Management (HMM) support in the Linux kernel to perform seamless page migrations to/from CPU/GPUs. This new capability comes with a memory model that needs to be understood completely to avoid unexpected behavior in real applications. For more details, please visit the previous section.",4.21596578571193
"What is the advantage of using the AMD GPU architecture for computing?
","Frontier has a total of 9,408 AMD compute nodes, with each node consisting of [1x] 64-core AMD “Optimized 3rd Gen EPYC” CPU with access to 512 GB of DDR4 memory. Each node also contains [4x] AMD MI250X accelerators, each with 2 Graphics Compute Dies (GCDs) for a total of 8 GCDs per node. The programmer can think of the 8 GCDs as 8 separate GPUs, each having 64 GB of high-bandwidth memory (HBM2E). The CPU is connected to each GCD via Infinity Fabric CPU-GPU, allowing a peak host-to-device (H2D) and device-to-host (D2H) bandwidth of 36+36 GB/s. The 2 GCDs on the same MI250X are connected with",4.1912142825529335
"How do I specify the GPU mapping for my job in Frontier?
","This section describes how to map processes (e.g., MPI ranks) and process threads (e.g., OpenMP threads) to the CPUs, GPUs, and NICs on Frontier.

Users are highly encouraged to use the CPU- and GPU-mapping programs used in the following sections to check their understanding of the job steps (i.e., srun commands) they intend to use in their actual jobs.

For the https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#frontier-cpu-map and https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#frontier-multi-map sections:",4.342706509648776
"How do I specify the GPU mapping for my job in Frontier?
","In this sub-section, an MPI+OpenMP+HIP ""Hello, World"" program (hello_jobstep) will be used to show how to make only specific GPUs available to processes - which we will refer to as ""GPU mapping"". Again, Slurm's https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#frontier-interactive method was used to request an allocation of 2 compute nodes for these examples: salloc -A <project_id> -t 30 -p <parition> -N 2. The CPU mapping part of this example is very similar to the example used above in the Multithreading sub-section, so the focus here will be on the GPU mapping part.",4.308076080534036
"How do I specify the GPU mapping for my job in Frontier?
","As has been pointed out previously in the Frontier documentation, notice that GPUs are NOT mapped to MPI ranks in sequential order (e.g., MPI rank 0 is mapped to physical CPU cores 1-7 and GPU 4, MPI rank 1 is mapped to physical CPU cores 9-15 and GPU 5), but this IS expected behavior. It is simply a consequence of the Frontier node architectures as shown in the Frontier Node Diagram and subsequent https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#Note on NUMA domains <numa-note>.

Example 2: 1 MPI rank with 7 CPU cores and 1 GPU (single-node)",4.2679844790804085
"How can we monitor the build process?
","Openshift will automatically pull and build your source. If you make a change and need an updated build simply navigate to the build option on the menu to the left and select your project and click Start Build in the upper right.

The first step to creating the the build is to create a build config. This is done in one of three ways depending on how your code is structured. If you have a git repository already configured and it is public then the command

oc new-build .

will create your build config from that repository.",4.072276082420744
"How can we monitor the build process?
","What happens is that oc pulls in the provided repository, in this example Django, and automatically configures everything needed to build the image. You should now be able to go to the Openshift web GUI and under the builds tab see your newly built build.

Now, since everything has been configured, you can click the Start Build button in the upper right hand side of the Web GUI anytime that you need to make another build. You can also start a another build from the command line with either:

oc start-build <buildconfig_name>

Or, if you would like to receive logs from the build:",4.061441200583143
"How can we monitor the build process?
","Taking the GitLab CI/CD concepts documentation as a start point, Continuous Integration (CI) completes tasks necessary to test and build software resulting in a container image. Example tasks performed could be code linting, test coverage, unit testing, functional testing, code compiling or integration testing. Tasks would be triggered whenever code is pushed into a repository.",4.042149824394575
"How can I compile the `square.hipref.cpp` file for the AMD GPU architecture using the `hipcc` compiler?
","| Vendor | Module | Language | Compiler | OpenMP flag (GPU) | | --- | --- | --- | --- | --- | | Cray | cce | C C++ |  | -fopenmp | | Fortran | ftn |  | | AMD | rocm |  |  |  |

This section shows how to compile HIP codes using the Cray compiler wrappers and hipcc compiler driver.

Make sure the craype-accel-amd-gfx908 module is loaded when using HIP.

| Compiler | Compile/Link Flags, Header Files, and Libraries | | --- | --- | | CC |  | | hipcc |  |",4.249662110725187
"How can I compile the `square.hipref.cpp` file for the AMD GPU architecture using the `hipcc` compiler?
","| Vendor | Module | Language | Compiler | OpenMP flag (GPU) | | --- | --- | --- | --- | --- | | Cray | cce | C C++ |  | -fopenmp | | Fortran | ftn (wraps crayftn) |  | | AMD | rocm |  |  | -fopenmp |

If invoking amdclang, amdclang++, or amdflang directly, or using hipcc you will need to add: -fopenmp -target x86_64-pc-linux-gnu -fopenmp-targets=amdgcn-amd-amdhsa -Xopenmp-target=amdgcn-amd-amdhsa -march=gfx90a.

This section shows how to compile HIP codes using the Cray compiler wrappers and hipcc compiler driver.",4.234934587321306
"How can I compile the `square.hipref.cpp` file for the AMD GPU architecture using the `hipcc` compiler?
","Make sure the craype-accel-amd-gfx90a module is loaded when compiling HIP with the Cray compiler wrappers.

| Compiler | Compile/Link Flags, Header Files, and Libraries | | --- | --- | |  |  | | hipcc |  |

hipcc requires the ROCm Toolclain, See https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#exposing-the-rocm-toolchain-to-your-programming-environment",4.17934944649358
"How do I ensure that my Score-P instrumentation is accurate?
","To instrument your code, you need to compile the code using the Score-P instrumentation command (scorep), which is added as a prefix to your compile statement. In most cases the Score-P instrumentor is able to automatically detect the programming paradigm from the set of compile and link options given to the compiler. Some cases will, however, require some additional link options within the compile statement e.g. CUDA instrumentation.

Below are some basic examples of the different instrumentation scenarios:",4.299983312426833
"How do I ensure that my Score-P instrumentation is accurate?
","The Score-P measurement infrastructure is a highly scalable and easy-to-use tool suite for profiling, event tracing, and online analysis of HPC applications. Score-P supports analyzing C, C++ and Fortran applications that make use of multi processing (MPI, SHMEM), thread parallelism (OpenMP, PThreads) and accelerators (CUDA, OpenCL, OpenACC) and combinations. It works in combination with Periscope, Scalasca, Vampir, and Tau.

Steps in a typical Score-P workflow to run on https://docs.olcf.ornl.gov/systems/Scorep.html#summit-user-guide:",4.174600621738759
"How do I ensure that my Score-P instrumentation is accurate?
","The Score-P measurement infrastructure is a highly scalable and easy-to-use tool suite for profiling, event tracing, and online analysis of HPC applications. Score-P supports analyzing C, C++ and Fortran applications that make use of multi-processing (MPI, SHMEM), thread parallelism (OpenMP, PThreads) and accelerators (CUDA, OpenCL, OpenACC) and combinations.

For detailed information about using Score-P on Summit and the builds available, please see the Score-P Software Page.",4.165254473959787
"Can I use Score-P with other performance analysis tools?
","The Score-P measurement infrastructure is a highly scalable and easy-to-use tool suite for profiling, event tracing, and online analysis of HPC applications. Score-P supports analyzing C, C++ and Fortran applications that make use of multi-processing (MPI, SHMEM), thread parallelism (OpenMP, PThreads) and accelerators (CUDA, OpenCL, OpenACC) and combinations.

For detailed information about using Score-P on Summit and the builds available, please see the Score-P Software Page.",4.418793546561935
"Can I use Score-P with other performance analysis tools?
","The Score-P measurement infrastructure is a highly scalable and easy-to-use tool suite for profiling, event tracing, and online analysis of HPC applications. Score-P supports analyzing C, C++ and Fortran applications that make use of multi processing (MPI, SHMEM), thread parallelism (OpenMP, PThreads) and accelerators (CUDA, OpenCL, OpenACC) and combinations. It works in combination with Periscope, Scalasca, Vampir, and Tau.

Steps in a typical Score-P workflow to run on https://docs.olcf.ornl.gov/systems/Scorep.html#summit-user-guide:",4.413241677294966
"Can I use Score-P with other performance analysis tools?
","To instrument your code, you need to compile the code using the Score-P instrumentation command (scorep), which is added as a prefix to your compile statement. In most cases the Score-P instrumentor is able to automatically detect the programming paradigm from the set of compile and link options given to the compiler. Some cases will, however, require some additional link options within the compile statement e.g. CUDA instrumentation.

Below are some basic examples of the different instrumentation scenarios:",4.291443815685045
"What does the warning message ""Requested total thread count and/or thread affinity may result in oversubscription of available CPU resources!"" mean in Crusher?
","WARNING: Requested total thread count and/or thread affinity may result in
oversubscription of available CPU resources!  Performance may be degraded.
Explicitly set OMP_WAIT_POLICY=PASSIVE or ACTIVE to suppress this message.
Set CRAY_OMP_CHECK_AFFINITY=TRUE to print detailed thread-affinity messages.
WARNING: Requested total thread count and/or thread affinity may result in
oversubscription of available CPU resources!  Performance may be degraded.
Explicitly set OMP_WAIT_POLICY=PASSIVE or ACTIVE to suppress this message.",4.35454806994015
"What does the warning message ""Requested total thread count and/or thread affinity may result in oversubscription of available CPU resources!"" mean in Crusher?
","WARNING: Requested total thread count and/or thread affinity may result in
oversubscription of available CPU resources!  Performance may be degraded.
Explicitly set OMP_WAIT_POLICY=PASSIVE or ACTIVE to suppress this message.
Set CRAY_OMP_CHECK_AFFINITY=TRUE to print detailed thread-affinity messages.
WARNING: Requested total thread count and/or thread affinity may result in
oversubscription of available CPU resources!  Performance may be degraded.
Explicitly set OMP_WAIT_POLICY=PASSIVE or ACTIVE to suppress this message.",4.35454806994015
"What does the warning message ""Requested total thread count and/or thread affinity may result in oversubscription of available CPU resources!"" mean in Crusher?
","WARNING: Requested total thread count and/or thread affinity may result in
oversubscription of available CPU resources!  Performance may be degraded.
Explicitly set OMP_WAIT_POLICY=PASSIVE or ACTIVE to suppress this message.
Set CRAY_OMP_CHECK_AFFINITY=TRUE to print detailed thread-affinity messages.
WARNING: Requested total thread count and/or thread affinity may result in
oversubscription of available CPU resources!  Performance may be degraded.
Explicitly set OMP_WAIT_POLICY=PASSIVE or ACTIVE to suppress this message.",4.35454806994015
"How can I see the environment changes made by a module in Summit?
","below), you can choose between the rendering options by loading its corresponding module on the system you're connected to. For example, to see these modules on Summit:",4.323298751238252
"How can I see the environment changes made by a module in Summit?
","Connect to Summit and navigate to your project space

For the following examples, we'll use the MiniWeather application: https://github.com/mrnorman/miniWeather

$ git clone https://github.com/mrnorman/miniWeather.git

We'll use the PGI compiler; this application supports serial, MPI, MPI+OpenMP, and MPI+OpenACC

$ module load pgi
$ module load parallel-netcdf

Different compilations for Serial, MPI, MPI+OpenMP, and MPI+OpenACC:

$ module load cmake
$ cd miniWeather/c/build
$ ./cmake_summit_pgi.sh
$ make serial
$ make mpi
$ make openmp
$ make openacc",4.149363110091542
"How can I see the environment changes made by a module in Summit?
",For Summit:,4.111465806122766
"Are there any workarounds for the TMPDIR environment variable issue until the bug is fixed?
","Setting the TMPDIR environment variable causes jobs to fail with JSM (jsrun) errors and can also cause jobs to bounce back and forth between eligible and running states until a retry limit has been reached and the job is placed in a blocked state (NOTE: This ""bouncing"" of job state can be caused for multiple reasons. Please see the known issue Jobs suspended due to retry limit / Queued job flip-flops between queued/running states if you are not setting TMPDIR). A bug has been filed with IBM to address this issue.",4.279536018475104
"Are there any workarounds for the TMPDIR environment variable issue until the bug is fixed?
","When TMPDIR is set before submitting a job (i.e., in the shell/environment where a job is submitted from), the job will bounce back and forth between a running and eligible state until its retry limit has been reached and the job will end up in a blocked state. This is true for both interactive jobs and jobs submitted with a batch script, but interactive jobs will hang without dropping you into your interactive shell. In both cases, JSM log files (e.g., jsm-lsf-wait.username.1004985.log) will be created in the location set for TMPDIR containing the same error message as shown above.",4.133914921972909
"Are there any workarounds for the TMPDIR environment variable issue until the bug is fixed?
","When TMPDIR is set within a running job (i.e., in an interactive session or within a batch script), any attempt to call jsrun will lead to a job failure with the following error message:

Error: Remote JSM server is not responding on host batch503-25-2020 15:29:45:920 90012 main: Error initializing RM connection. Exiting.",4.049352357972969
"What is XNACK and how does it relate to the MI250X GPU operating mode?
","XNACK (pronounced X-knack) refers to the AMD GPU's ability to retry memory accesses that fail due to a page fault. The XNACK mode of an MI250X can be changed by setting the environment variable HSA_XNACK before starting a process that uses the GPU. Valid values are 0 (disabled) and 1 (enabled), and all processes connected to a GPU must use the same XNACK setting. The default MI250X on Frontier is HSA_XNACK=0.",4.532974654296117
"What is XNACK and how does it relate to the MI250X GPU operating mode?
","XNACK (pronounced X-knack) refers to the AMD GPU's ability to retry memory accesses that fail due to a page fault. The XNACK mode of an MI250X can be changed by setting the environment variable HSA_XNACK before starting a process that uses the GPU. Valid values are 0 (disabled) and 1 (enabled), and all processes connected to a GPU must use the same XNACK setting. The default MI250X on Crusher is HSA_XNACK=0.",4.529913818161332
"What is XNACK and how does it relate to the MI250X GPU operating mode?
","The accessibility of memory from GPU kernels and whether pages may migrate depends three factors: how the memory was allocated; the XNACK operating mode of the GPU; whether the kernel was compiled to support page migration. The latter two factors are intrinsically linked, as the MI250X GPU operating mode restricts the types of kernels which may run.",4.406790892093186
"What is the format of the file exported by pprof?
","If you do not declare the TAU_METRICS variable, then TIME is used by default, and the profiling files are not in a directory. When the execution ends there will be one file per process called profile.X.Y.Z. In this case there is just one file, called profile.0.0.0

We can export a text file with some information through the pprof tool or visualize it by using paraprof.

If an application has no MPI at all, use the argument --smpiargs=""off"" for jsrun. Otherwise, TAU will fail as MPI is active by default.

$ pprof profile.0.0.0
Reading Profile files in profile.*",4.209818564526169
"What is the format of the file exported by pprof?
","The output files generated when the profile measurement runs are successful will be placed in a folder uniquely named:

$ scorep-yyyymmdd_hhmm_<Unique ID created>

A file will be placed within the above mentioned folder with the name profile.cubex. This type of file can be analyzed using a tool called Cube developed by Scalasca.

For a more detailed description of profiling measurements with Score-P, please visit the ScorepP_Profiling homepage.

To run a tracing measurement, we will need to enable this through the environment variable SCOREP_ENABLE_TRACING:",4.060398519417062
"What is the format of the file exported by pprof?
","As with Nsight Systems, there is a graphical user interface you can load a report file into (The GUI is only available for Windows, x86_64 Linux and Mac). Use the -o flag to create a file (the added report extension will be .nsight-cuprof-report), copy it to your local system, and use the File > Open File menu item. If you are using multiple MPI ranks, make sure you name each one independently. Nsight Compute does not yet support the %q syntax (this will come in a future release), so your job script will have to do the naming manually; for example, you can create a simple shell script:",4.041538429920203
"What is the purpose of the ""jsrun"" command?
","This section describes tools that users might find helpful to better understand the jsrun job launcher.

hello_jsrun is a ""Hello World""-type program that users can run on Summit nodes to better understand how MPI ranks and OpenMP threads are mapped to the hardware. https://code.ornl.gov/t4p/Hello_jsrun A screencast showing how to use Hello_jsrun is also available: https://vimeo.com/261038849

Job Step Viewer provides a graphical view of an application's runtime layout on Summit. It allows users to preview and quickly iterate with multiple jsrun options to understand and optimize job launch.",4.407153621350611
"What is the purpose of the ""jsrun"" command?
","While jsrun performs similar job launching functions as aprun and mpirun, its syntax is very different. A large reason for syntax differences is the introduction of the resource set concept. Through resource sets, jsrun can control how a node appears to each job. Users can, through jsrun command line flags, control which resources on a node are visible to a job. Resource sets also allow the ability to run multiple jsruns simultaneously within a node. Under the covers, a resource set is a cgroup.

At a high level, a resource set allows users to configure what a node look like to their job.",4.339354004356772
"What is the purpose of the ""jsrun"" command?
",Below is a comparison table between srun and jsrun.,4.337998186274088
"Can you explain the expected behavior of jsrun for Summit when the -l flag is given a lowercase value?
","Expected behavior:

When capitalized, jsrun should not compromise on the resource layout, and will wait to begin the job step until the ideal resources are available. When given a lowercase value, jsrun will not wait, but initiate the job step with the most ideal layout as is available at the time. This also means that when there's no resource contention, such as running a single job step at a time, capitalization should not matter, as they should both yield the same resources.

Actual behavior:",4.246372169462572
"Can you explain the expected behavior of jsrun for Summit when the -l flag is given a lowercase value?
","Actual behavior:

Capitalizing the latency priority value may allocate incorrect resources, or even cause the job step to fail entirely.

Recommendation:

It is currently recommended to only use the lowercase values to (-l / --latency_priority). The system default is: gpu-cpu,cpu-mem,cpu-cpu. Since this ordering is used implicitly when the -l flag is omitted, this issue only impacts submissions which explicitly include a latency priority in the jsrun command.

Users have reported errors when using complex datatypes with MPI Collectives and GPUDirect:",4.175901582049167
"Can you explain the expected behavior of jsrun for Summit when the -l flag is given a lowercase value?
","This section describes tools that users might find helpful to better understand the jsrun job launcher.

hello_jsrun is a ""Hello World""-type program that users can run on Summit nodes to better understand how MPI ranks and OpenMP threads are mapped to the hardware. https://code.ornl.gov/t4p/Hello_jsrun A screencast showing how to use Hello_jsrun is also available: https://vimeo.com/261038849

Job Step Viewer provides a graphical view of an application's runtime layout on Summit. It allows users to preview and quickly iterate with multiple jsrun options to understand and optimize job launch.",4.164237631620161
"How can I check the dependencies of my executable in Frontier?
",One of the most useful features of DDT is its remote debugging feature. This allows you to connect to a debugging session on Frontier from a client running on your workstation. The local client provides much faster interaction than you would have if using the graphical client on Frontier. For guidance in setting up the remote client see the https://docs.olcf.ornl.gov/software/debugging/index.html page.,4.123023826696196
"How can I check the dependencies of my executable in Frontier?
",One of the most useful features of DDT is its remote debugging feature. This allows you to connect to a debugging session on Frontier from a client running on your workstation. The local client provides much faster interaction than you would have if using the graphical client on Frontier. For guidance in setting up the remote client see the https://docs.olcf.ornl.gov/software/debugging/index.html page.,4.123023826696196
"How can I check the dependencies of my executable in Frontier?
","See the https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#frontier-compilers section for information on compiling for AMD GPUs, and see the https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#tips-and-tricks section for some detailed information to keep in mind to run more efficiently on AMD GPUs.

Frontier users are provided with many pre-installed software packages and scientific libraries. To facilitate this, environment management tools are used to handle necessary changes to the shell.",4.0728804531997564
"How can I view the status of a Slate route?
","While some strategies leverage features of Deployments, others leverage features of routes. If you haven't read the docs on https://docs.olcf.ornl.gov/systems/deployment.html#slate_services or https://docs.olcf.ornl.gov/systems/deployment.html#slate_routes, read those first before trying these more advanced strategies.

Since routes are intended for HTTP and HTTPS traffic, these strategies are best used for web applications.",4.167595600711732
"How can I view the status of a Slate route?
","By default, a route will only expose your https://docs.olcf.ornl.gov/systems/route.html#slate_services to NCCS networks. If you need your service exposed to the world outside ORNL, you will first need to get your project approved for external routes. To do this, submit a systems ticket. In the description, give us your project name and a brief reasoning for why exposing externally is needed.

We will let you know once your project is able to set up external routes.",4.147760183316012
"How can I view the status of a Slate route?
","In OpenShift, a Route exposes https://docs.olcf.ornl.gov/systems/route.html#slate_services with a host name, such as https://my-project.apps.<cluster>.ccs.ornl.gov.

A Service can be exposed with routes over HTTP (insecure), HTTPS (secure), and TLS with SNI (also secure).

Routes are best used when you have created a service which communicates over HTTP or HTTPS, and you want this service to be accessible from outside the cluster with a FQDN.

If your application doesn't communicate over HTTP or HTTPS, you should use https://docs.olcf.ornl.gov/systems/route.html#slate_nodeports instead.",4.117172007918185
"Can I clone a persistent volume from a VolumeSnapshot?
","Cloning a persistent volume is just as easy as implementing a snapshot. First, find a Persistent Volume Claim in the same namespace that you would like to clone for your new persistent volume. Then it's as simple as adding the trident.netapp.io/cloneFromPVC annotation with a value of the name of the Persistent Volume Claim you would like to clone.

In the below example, we clone a persistent volume named source-clone-pvc into a new volume called destination-clone-pvc",4.463466895552099
"Can I clone a persistent volume from a VolumeSnapshot?
","Now, if the data in the PersistentVolume becomes corrupted or lost in some way, we can create a new PersistentVolume that is identical to the original PersistentVolume at the time the VolumeSnapshot was created.

To do this, create a PersistentVolumeClaim that contains a dataSource field in the Pod's spec. An example follows:",4.389662296414693
"Can I clone a persistent volume from a VolumeSnapshot?
","apiVersion: v1
kind: PersistentVolumeClaim
metadata:
  name: snapshot-pvc
spec:
  accessModes:
  - ReadWriteMany
  resources:
    requests:
      storage: 1Gi

We can now create a VolumeSnapshot, which will capture the data in the PersistentVolume that was provisioned by the named PersistentVolumeClaim at the time the VolumeSnapshot is created, to backup the data.

apiVersion: snapshot.storage.k8s.io/v1beta1
kind: VolumeSnapshot
metadata:
  # Name of VolumeSnapshot
  name: pvc-snap
spec:
  source:
    # Name of persistentVolumeClaim to snapshot
    persistentVolumeClaimName: snapshot-pvc",4.278745531040072
"How many MI250X OAMs are available in a single Frontier node?
","Each Frontier compute node contains 4 AMD MI250X. The AMD MI250X has a peak performance of 53 TFLOPS in double-precision for modeling and simulation. Each MI250X contains 2 GPUs, where each GPU has a peak performance of 26.5 TFLOPS (double-precision), 110 compute units, and 64 GB of high-bandwidth memory (HBM2) which can be accessed at a peak of 1.6 TB/s. The 2 GPUs on an MI250X are connected with Infinity Fabric with a bandwidth of 200 GB/s (in each direction simultaneously).

To connect to Frontier, ssh to frontier.olcf.ornl.gov. For example:

$ ssh <username>@frontier.olcf.ornl.gov",4.3728473017880525
"How many MI250X OAMs are available in a single Frontier node?
","The 2 GCDs on the same MI250X are connected with Infinity Fabric GPU-GPU with a peak bandwidth of 200 GB/s. The OLCF Director's Discretionary (DD) program allocates approximately 10% of the available Frontier hours in a calendar year. Frontier is allocated in *node* hours, and a typical DD project is awarded between 15,000 - 20,000 *node* hours. For more information about Frontier, please visit the https://docs.olcf.ornl.gov/systems/accounts_and_projects.html#frontier-user-guide.",4.305535440652895
"How many MI250X OAMs are available in a single Frontier node?
",The AMD Instinct MI200 is built on advanced packaging technologies enabling two Graphic Compute Dies (GCDs) to be integrated into a single package in the Open Compute Project (OCP) Accelerator Module (OAM) in the MI250 and MI250X products. Each GCD is build on the AMD CDNA 2 architecture. A single Frontier node contains 4 MI250X OAMs for the total of 8 GCDs.,4.27929249754821
"How can I access data stored on the HPSS from Frontier?
",Please note that the HPSS is not mounted directly onto Frontier nodes. There are two main methods for accessing and moving data to/from the HPSS. The first is to use the command line utilities hsi and htar. The second is to use the Globus data transfer service. See https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#data-hpss for more information on both of these methods.,4.513457016343756
"How can I access data stored on the HPSS from Frontier?
","Frontier connects to the center’s High Performance Storage System (HPSS) - for user and project archival storage - users can log in to the https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#dtn-user-guide to move data to/from HPSS.

Frontier is running Cray OS 2.4 based on SUSE Linux Enterprise Server (SLES) version 15.4.",4.3774195182387
"How can I access data stored on the HPSS from Frontier?
","For more detailed information about center-wide file systems and data archiving available on Frontier, please refer to the pages on https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#data-storage-and-transfers. The subsections below give a quick overview of NFS, Lustre,and HPSS storage spaces as well as the on node NVMe ""Burst Buffers"" (SSDs).",4.24853279645273
"How can I load a collection in Andes?
",For Andes:,4.235093580430092
"How can I load a collection in Andes?
",of how to run a Python script using PvBatch on Andes and Summit.,4.12541814454351
"How can I load a collection in Andes?
","Visualization and analysis tasks should be done on the Andes cluster. There are a few tools provided for various visualization tasks, as described in the https://docs.olcf.ornl.gov/systems/summit_user_guide.html#andes-viz-tools section of the https://docs.olcf.ornl.gov/systems/summit_user_guide.html#andes-user-guide.

For a full list of software available at the OLCF, please see the Software section (coming soon).",4.09777181654121
"What should I do if I need to use a different cluster than the one assigned to my allocation?
","Before you can do anything you need a Project to do your things in. Fortunately, when you get an allocation on one of our clusters a Project is automatically created for you with the same name as the allocation. By using our own distinct Project we are ensuring that we will not interfere with anyone else's work.

NOTE: Everywhere that you see <cluster> replace that with the cluster that you will be running on (marble or onyx).",4.322874145667929
"What should I do if I need to use a different cluster than the one assigned to my allocation?
","Users are not allowed to access cluster compute nodes directly from a login node. Instead, users must use an interactive batch job to allocate and gain access to compute resources. This is done by using the Slurm salloc command. Other Slurm options are passed to salloc on the command line as well:

$ salloc -A abc123 -p gpu -N 4 -t 1:00:00

This request will:

| salloc | Start an interactive session | | --- | --- | | -A | Charge to the abc123 project | | -p gpu | Run in the gpu partition | | -N 4 | request (4) nodes... | | -t 1:00:00 | ...for (1) hour |",4.059354405090493
"What should I do if I need to use a different cluster than the one assigned to my allocation?
","Users are not allowed to access cluster compute nodes directly from a login node. Instead, users must use an interactive batch job to allocate and gain access to compute resources. This is done by using the Slurm salloc command. Other Slurm options are passed to salloc on the command line as well:

$ salloc -A abc123 -p gpu -N 4 -t 1:00:00

This request will:

| salloc | Start an interactive session | | --- | --- | | -A | Charge to the abc123 project | | -p gpu | Run in the gpu partition | | -N 4 | request (4) nodes... | | -t 1:00:00 | ...for (1) hour |",4.059354405090493
